tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-1096,Singapore,Hard,32,I,20250127,288,216133,4,,Xin Yu Wang,R,182,CHN,23.3,233741,,Q,Maya Joint,R,,AUS,18.7,6-4 6-2,3,R16,,0,3,59,41,30,8,9,1,2,0,1,56,45,24,5,9,2,6,35,1413,109,714
2025-1096,Singapore,Hard,32,I,20250127,287,215785,6,,Camila Osorio,R,162,COL,23.0,222966,,Q,Dominika Salkova,R,,CZE,20.5,3-6 6-2 6-4,3,R16,,6,5,67,39,24,12,13,1,7,0,6,102,64,35,14,14,11,19,55,1061,163,449
2025-1096,Singapore,Hard,32,I,20250127,286,210722,2,,Elise Mertens,R,179,BEL,29.1,213583,,,Tatjana Maria,R,172,GER,37.4,6-7(3) 6-3 6-1,3,R16,,5,2,75,44,34,19,14,2,4,5,0,99,65,41,13,14,4,10,32,1524,73,896
2025-1096,Singapore,Hard,32,I,20250127,285,214939,1,,Anna Kalinskaya,R,175,RUS,26.1,214452,,,Caroline Dolehide,R,178,USA,26.3,6-4 4-6 6-2,3,R32,,0,2,89,63,34,17,14,5,9,2,3,117,81,51,12,14,12,18,18,2207,81,844
2025-1096,Singapore,Hard,32,I,20250127,284,215899,,Q,Simona Waltert,R,,SUI,24.1,201548,,,Ajla Tomljanovic,R,180,AUS,31.7,6-2 6-3,3,R32,,9,2,53,30,26,11,9,3,4,3,3,50,37,21,5,8,4,8,179,410,114,667
2025-1096,Singapore,Hard,32,I,20250127,283,216566,,Q,Mananchaya Sawangkaew,R,,THA,22.5,221096,,Q,Sijia Wei,R,,CHN,21.1,6-4 7-6(2),3,R32,,0,3,80,57,31,8,11,8,15,0,5,70,45,18,8,11,2,10,132,541,116,640
2025-1096,Singapore,Hard,32,I,20250127,282,213710,,,Cristina Bucsa,R,,ESP,27.0,221054,7,,Emma Raducanu,R,175,GBR,22.2,5-7 7-5 7-5,3,R32,,1,3,116,79,46,16,18,7,15,7,7,121,88,56,8,18,8,17,101,750,56,1055
2025-1096,Singapore,Hard,32,I,20250127,281,221237,,LL,Maria Timofeeva,R,,UZB,21.1,216016,,,Xiyu Wang,L,,CHN,23.8,6-3 7-6(3),3,R32,,5,3,70,50,37,10,11,2,4,0,1,67,49,32,7,10,3,6,254,286,96,766
2025-1096,Singapore,Hard,32,I,20250127,280,215983,,,Ann Li,R,170,USA,24.5,201611,,,Daria Saville,R,166,AUS,30.8,6-3 6-1,3,R32,,5,3,55,30,21,13,8,5,6,0,7,42,27,14,5,8,1,6,85,834,122,587
2025-1096,Singapore,Hard,32,I,20250127,279,221024,,,Hailey Baptiste,R,,USA,23.2,213887,,,Renata Zarazua,R,,MEX,27.3,2-6 6-0 6-3,3,R32,,6,1,72,46,31,12,12,7,10,1,2,60,47,24,7,11,1,6,93,800,65,950
2025-1096,Singapore,Hard,32,I,20250127,278,214040,,WC,Kimberly Birrell,R,170,AUS,26.7,221236,5,,Polina Kudermetova,R,,UZB,21.6,6-3 6-2,3,R32,,5,1,47,38,24,4,8,1,3,5,3,62,42,21,6,9,3,9,95,780,58,1046
2025-1096,Singapore,Hard,32,I,20250127,277,216265,,,Olivia Gadecki,R,,AUS,22.7,220416,8,,Moyuka Uchijima,R,171,JPN,23.4,6-1 6-7(1) 6-2,3,R32,,6,6,91,57,39,15,14,6,10,2,11,103,50,29,22,13,10,18,107,725,60,983
2025-1096,Singapore,Hard,32,I,20250127,276,213525,,Q,Jil Teichmann,L,170,SUI,27.5,211279,,,Harriet Dart,R,175,GBR,28.5,6-3 6-1,3,R32,,4,3,72,48,34,11,8,7,7,1,5,62,40,21,9,8,5,9,128,558,98,755
2025-1096,Singapore,Hard,32,I,20250127,275,233741,,Q,Maya Joint,R,,AUS,18.7,219917,,,Alycia Parks,R,185,USA,24.0,4-6 6-1 7-5,3,R32,,2,7,87,54,37,18,15,3,6,4,7,88,54,37,13,14,5,10,109,714,89,809
2025-1096,Singapore,Hard,32,I,20250127,274,216133,4,,Xin Yu Wang,R,182,CHN,23.3,201606,,,Rebecca Marino,R,183,CAN,34.1,6-4 5-7 7-5,3,R32,,3,4,100,69,48,15,17,8,12,13,3,107,73,54,13,17,7,12,35,1413,102,744
2025-1096,Singapore,Hard,32,I,20250127,273,215785,6,,Camila Osorio,R,162,COL,23.0,211095,,,Bernarda Pera,L,175,USA,30.1,6-1 6-7(0) 6-3,3,R32,,5,3,98,57,34,26,15,4,7,5,4,84,56,38,9,13,5,11,55,1061,77,877
2025-1096,Singapore,Hard,32,I,20250127,272,222966,,Q,Dominika Salkova,R,,CZE,20.5,222965,,,Erika Andreeva,R,,RUS,20.5,7-6(5) 6-2,3,R32,,4,1,66,42,29,17,10,5,6,2,4,66,38,23,16,10,3,6,163,449,75,888
2025-1096,Singapore,Hard,32,I,20250127,271,213583,,,Tatjana Maria,R,172,GER,37.4,263857,,,Yuliia Starodubtseva,R,,UKR,24.9,2-6 6-1 6-2,3,R32,,4,0,83,57,41,10,12,3,5,4,4,75,39,26,17,11,5,9,73,896,111,705
2025-1096,Singapore,Hard,32,I,20250127,270,210722,2,,Elise Mertens,R,179,BEL,29.1,203501,,,Taylor Townsend,L,170,USA,28.7,6-1 6-0,3,R32,,4,5,46,30,25,7,7,6,6,1,2,35,25,8,4,6,3,8,32,1524,82,843
2025-2088,Abu Dhabi,Hard,32,P,20250203,300,202505,,WC,Belinda Bencic,R,175,SUI,27.9,221909,,,Ashlyn Krueger,R,185,USA,20.7,4-6 6-1 6-1,3,F,143,2,3,89,64,36,15,12,8,12,3,11,88,57,29,9,12,7,15,157,463,51,1141
2025-2088,Abu Dhabi,Hard,32,P,20250203,299,202505,,WC,Belinda Bencic,R,175,SUI,27.9,214981,1,,Elena Rybakina,R,184,KAZ,25.6,3-6 6-3 6-4,3,SF,126,2,4,80,52,39,12,14,3,6,6,3,88,51,35,17,14,9,13,157,463,5,4893
2025-2088,Abu Dhabi,Hard,32,P,20250203,298,221909,,,Ashlyn Krueger,R,185,USA,20.7,222328,,,Linda Noskova,R,,CZE,20.2,7-6(2) 6-4,3,SF,102,6,5,79,59,43,9,11,4,6,4,4,72,48,32,13,11,4,7,51,1141,39,1358
2025-2088,Abu Dhabi,Hard,32,P,20250203,297,214981,1,,Elena Rybakina,R,184,KAZ,25.6,202460,,,Ons Jabeur,R,167,TUN,30.4,6-2 4-6 7-6(4),3,QF,133,3,5,98,56,43,17,15,2,5,1,4,109,65,37,26,15,6,10,5,4893,33,1454
2025-2088,Abu Dhabi,Hard,32,P,20250203,296,202505,,WC,Belinda Bencic,R,175,SUI,27.9,214954,,WC,Marketa Vondrousova,L,173,CZE,25.6,7-5 6-3,3,QF,104,1,4,64,40,24,11,10,4,8,4,3,67,37,22,10,11,4,10,157,463,37,1393
2025-2088,Abu Dhabi,Hard,32,P,20250203,295,221909,,,Ashlyn Krueger,R,185,USA,20.7,220367,8,,Leylah Fernandez,L,168,CAN,22.4,7-5 4-6 6-2,3,QF,144,8,7,90,59,37,13,15,5,11,1,7,101,69,39,11,15,10,18,51,1141,27,1815
2025-2088,Abu Dhabi,Hard,32,P,20250203,294,222328,,,Linda Noskova,R,,CZE,20.2,202663,,,Magda Linette,R,171,POL,32.9,6-4 6-3,3,QF,79,3,3,55,29,24,12,9,2,3,4,2,59,38,25,7,10,2,6,39,1358,38,1376
2025-2088,Abu Dhabi,Hard,32,P,20250203,293,214981,1,,Elena Rybakina,R,184,KAZ,25.6,220465,,Q,Katie Volynets,R,,USA,23.0,2-6 6-4 6-4,3,R16,147,7,7,101,58,40,17,14,7,11,1,1,102,75,50,10,14,9,13,5,4893,68,932
2025-2088,Abu Dhabi,Hard,32,P,20250203,292,202460,,,Ons Jabeur,R,167,TUN,30.4,259883,,Q,Wakana Sonobe,L,,JPN,17.0,6-3 6-3,3,R16,73,1,4,53,37,27,6,9,1,3,0,6,61,31,16,14,9,2,7,33,1454,837,30
2025-2088,Abu Dhabi,Hard,32,P,20250203,291,214954,,WC,Marketa Vondrousova,L,173,CZE,25.6,201709,4,,Yulia Putintseva,R,163,KAZ,30.0,6-2 6-3,3,R16,78,3,6,63,27,20,18,9,5,7,0,0,46,31,15,7,8,2,7,37,1393,21,2093
2025-2088,Abu Dhabi,Hard,32,P,20250203,290,202505,,WC,Belinda Bencic,R,175,SUI,27.9,206368,,LL,Veronika Kudermetova,R,175,RUS,27.7,6-0 6-0,3,R16,64,2,1,32,19,15,10,6,0,0,0,3,44,26,10,5,6,2,8,157,463,52,1118
2025-2088,Abu Dhabi,Hard,32,P,20250203,289,220367,8,,Leylah Fernandez,L,168,CAN,22.4,215138,,,Lulu Sun,L,,NZL,23.8,6-0 6-3,3,R16,72,2,3,48,28,20,14,8,3,3,7,3,51,30,17,7,7,8,12,27,1815,45,1223
2025-2088,Abu Dhabi,Hard,32,P,20250203,288,221909,,,Ashlyn Krueger,R,185,USA,20.7,214082,3,,Daria Kasatkina,R,170,AUS,27.7,1-6 7-5 6-4,3,R16,140,2,9,92,43,28,18,15,9,17,1,10,111,79,45,11,14,12,19,51,1141,11,3321
2025-2088,Abu Dhabi,Hard,32,P,20250203,287,202663,,,Magda Linette,R,171,POL,32.9,201499,6,,Anastasia Pavlyuchenkova,R,177,RUS,33.5,5-7 4-1 RET,3,R16,89,3,4,54,28,16,13,8,1,4,1,5,62,35,25,8,9,6,10,38,1376,26,1841
2025-2088,Abu Dhabi,Hard,32,P,20250203,286,222328,,,Linda Noskova,R,,CZE,20.2,211651,2,,Paula Badosa,R,180,ESP,27.2,6-4 6-1,3,R16,67,3,2,42,32,20,6,8,1,3,2,2,56,31,16,9,9,3,9,39,1358,10,3588
2025-2088,Abu Dhabi,Hard,32,P,20250203,284,220465,,Q,Katie Volynets,R,,USA,23.0,222661,,Q,Sonay Kartal,R,,GBR,23.2,3-6 6-4 6-4,3,R32,153,1,1,98,69,37,13,14,6,13,1,1,96,65,34,14,15,10,18,68,932,91,808
2025-2088,Abu Dhabi,Hard,32,P,20250203,283,259883,,Q,Wakana Sonobe,L,,JPN,17.0,206294,,,Yue Yuan,R,184,CHN,26.3,6-4 6-3,3,R32,95,5,1,50,31,25,12,9,1,2,1,0,87,52,31,15,10,11,15,837,30,55,1086
2025-2088,Abu Dhabi,Hard,32,P,20250203,282,202460,,,Ons Jabeur,R,167,TUN,30.4,211533,7,,Jelena Ostapenko,R,177,LAT,27.6,7-6(4) 7-5,3,R32,106,6,2,82,50,36,9,12,7,12,1,8,86,45,25,19,12,5,11,33,1454,35,1422
2025-2088,Abu Dhabi,Hard,32,P,20250203,280,214954,,WC,Marketa Vondrousova,L,173,CZE,25.6,221054,,WC,Emma Raducanu,R,175,GBR,22.2,6-3 6-4,3,R32,95,4,9,71,43,29,11,9,5,7,0,2,61,39,21,11,10,7,12,37,1393,56,1056
2025-2088,Abu Dhabi,Hard,32,P,20250203,279,202505,,WC,Belinda Bencic,R,175,SUI,27.9,211685,,,Rebecca Sramkova,R,,SVK,28.2,6-2 3-6 6-1,3,R32,122,1,3,76,46,33,16,12,6,8,4,1,76,49,29,11,12,4,9,157,463,44,1236
2025-2088,Abu Dhabi,Hard,32,P,20250203,278,206368,,LL,Veronika Kudermetova,R,175,RUS,27.7,214643,5,,Liudmila Samsonova,R,180,RUS,26.2,5-7 6-1 7-6(5),3,R32,175,6,6,119,75,49,19,16,11,16,7,4,108,62,41,17,15,3,9,52,1118,20,2130
2025-2088,Abu Dhabi,Hard,32,P,20250203,277,220367,8,,Leylah Fernandez,L,168,CAN,22.4,220416,,LL,Moyuka Uchijima,R,171,JPN,23.4,7-6(3) 7-6(0),3,R32,128,0,8,88,59,40,7,12,8,13,0,3,84,53,30,12,12,8,13,27,1815,62,983
2025-2088,Abu Dhabi,Hard,32,P,20250203,276,215138,,,Lulu Sun,L,,NZL,23.8,201614,,WC,Caroline Garcia,R,177,FRA,31.3,6-1 6-3,3,R32,75,3,2,52,28,22,12,8,3,4,1,3,59,38,22,6,8,3,8,45,1223,76,884
2025-2088,Abu Dhabi,Hard,32,P,20250203,275,221909,,,Ashlyn Krueger,R,185,USA,20.7,220520,,Q,Mccartney Kessler,R,,USA,25.5,6-3 6-7(4) 6-3,3,R32,138,6,7,106,65,47,22,16,3,5,3,2,85,53,35,16,14,1,5,51,1141,57,1053
2025-2088,Abu Dhabi,Hard,32,P,20250203,273,201499,6,,Anastasia Pavlyuchenkova,R,177,RUS,33.5,213550,,Q,Sofia Kenin,R,170,USA,26.2,6-3 6-1,3,R32,59,4,1,41,25,23,10,8,0,0,2,0,48,32,17,9,8,4,8,26,1841,75,892
2025-2088,Abu Dhabi,Hard,32,P,20250203,272,202663,,,Magda Linette,R,171,POL,32.9,213887,,Q,Renata Zarazua,R,,MEX,27.3,6-4 7-6(6),3,R32,133,2,0,75,43,33,14,11,3,6,1,3,81,68,39,7,11,3,7,38,1376,66,950
2025-2088,Abu Dhabi,Hard,32,P,20250203,271,222328,,,Linda Noskova,R,,CZE,20.2,211684,,,Magdalena Frech,R,171,POL,27.1,6-0 6-3,3,R32,61,2,1,47,30,23,12,8,2,2,2,0,41,24,12,6,7,0,4,39,1358,28,1800
2025-2050,Cluj-Napoca,Hard,32,I,20250203,300,215713,1,,Anastasia Potapova,R,175,RUS,23.8,214459,,,Lucia Bronzetti,R,,ITA,26.1,4-6 6-1 6-2,3,F,122,6,2,85,54,38,16,13,4,6,1,4,78,46,31,12,12,8,13,32,1494,72,915
2025-2050,Cluj-Napoca,Hard,32,I,20250203,299,215713,1,,Anastasia Potapova,R,175,RUS,23.8,205925,,LL,Aliaksandra Sasnovich,R,174,BLR,30.8,6-3 7-5,3,SF,96,5,2,59,29,24,18,11,3,5,0,0,75,53,28,11,10,7,11,32,1494,128,570
2025-2050,Cluj-Napoca,Hard,32,I,20250203,298,214459,,,Lucia Bronzetti,R,,ITA,26.1,211701,5,,Katerina Siniakova,R,174,CZE,28.7,4-0 RET,3,SF,17,0,0,14,9,7,3,3,0,0,0,1,10,6,2,0,2,1,3,72,915,54,1092
2025-2050,Cluj-Napoca,Hard,32,I,20250203,297,215713,1,,Anastasia Potapova,R,175,RUS,23.8,230870,,Q,Ella Seidel,R,,GER,19.9,6-2 6-3,3,QF,84,6,3,54,25,20,17,9,3,4,2,2,62,31,19,11,8,7,11,32,1494,143,505
2025-2050,Cluj-Napoca,Hard,32,I,20250203,296,205925,,LL,Aliaksandra Sasnovich,R,174,BLR,30.8,211843,4,,Anhelina Kalinina,R,179,UKR,27.9,2-6 6-4 7-6(3),3,QF,154,0,4,90,62,39,5,15,2,9,4,3,111,69,40,18,15,12,18,128,570,49,1171
2025-2050,Cluj-Napoca,Hard,32,I,20250203,295,214459,,,Lucia Bronzetti,R,,ITA,26.1,220714,7,,Elisabetta Cocciaretto,R,,ITA,24.0,6-1 6-4,3,QF,72,2,0,48,28,24,11,9,1,2,0,2,45,33,17,5,8,1,5,72,915,60,988
2025-2050,Cluj-Napoca,Hard,32,I,20250203,294,211701,5,,Katerina Siniakova,R,174,CZE,28.7,202600,,,Viktoriya Tomova,R,170,BUL,29.9,6-3 7-6(7),3,QF,121,0,5,73,51,34,8,10,3,6,0,10,91,52,37,11,11,10,15,54,1092,63,981
2025-2050,Cluj-Napoca,Hard,32,I,20250203,293,215713,1,,Anastasia Potapova,R,175,RUS,23.8,203530,,,Viktorija Golubic,R,169,SUI,32.3,6-4 7-5,3,R16,98,0,3,77,46,29,14,11,5,9,0,2,63,39,25,3,11,2,8,32,1494,113,690
2025-2050,Cluj-Napoca,Hard,32,I,20250203,292,230870,,Q,Ella Seidel,R,,GER,19.9,215020,,,Anna Blinkova,R,179,RUS,26.4,6-2 7-6(5),3,R16,99,5,3,66,41,30,12,10,1,3,2,3,67,40,25,13,10,2,6,143,505,71,916
2025-2050,Cluj-Napoca,Hard,32,I,20250203,291,211843,4,,Anhelina Kalinina,R,179,UKR,27.9,215480,,,Suzan Lamens,R,,NED,25.5,1-6 6-4 6-4,3,R16,132,0,7,83,53,35,9,14,7,13,1,2,85,55,35,11,13,3,8,49,1171,67,944
2025-2050,Cluj-Napoca,Hard,32,I,20250203,290,205925,,LL,Aliaksandra Sasnovich,R,174,BLR,30.8,222233,,Q,Marina Stakusic,R,,CAN,20.1,6-3 7-5,3,R16,97,0,1,61,38,20,15,10,1,5,1,6,59,33,15,10,11,2,9,128,570,119,600
2025-2050,Cluj-Napoca,Hard,32,I,20250203,289,220714,7,,Elisabetta Cocciaretto,R,,ITA,24.0,202536,,WC,Ana Bogdan,R,171,ROU,32.1,6-3 6-0,3,R16,69,1,1,33,23,18,6,7,0,1,1,3,57,41,17,8,8,4,10,60,988,120,597
2025-2050,Cluj-Napoca,Hard,32,I,20250203,288,214459,,,Lucia Bronzetti,R,,ITA,26.1,220548,3,,Peyton Stearns,R,,USA,23.3,6-2 7-6(1),3,R16,89,8,0,57,34,25,13,10,0,2,2,2,67,46,23,11,10,4,8,72,915,46,1198
2025-2050,Cluj-Napoca,Hard,32,I,20250203,287,211701,5,,Katerina Siniakova,R,174,CZE,28.7,214452,,,Caroline Dolehide,R,178,USA,26.4,2-6 6-1 6-4,3,R16,128,7,1,72,48,29,11,12,4,9,3,1,99,62,32,18,13,15,22,54,1092,82,844
2025-2050,Cluj-Napoca,Hard,32,I,20250203,286,202600,,,Viktoriya Tomova,R,170,BUL,29.9,215337,2,,Olga Danilovic,L,,SRB,24.0,7-5 7-5,3,R16,115,2,2,68,40,30,16,12,3,5,1,5,81,55,34,11,12,3,7,63,981,41,1275
2025-2050,Cluj-Napoca,Hard,32,I,20250203,285,215713,1,,Anastasia Potapova,R,175,RUS,23.8,211814,,,Julia Grabher,R,170,AUT,28.5,6-4 6-0,3,R32,72,4,5,55,28,23,13,8,1,1,4,3,49,25,15,9,8,2,6,32,1494,392,153
2025-2050,Cluj-Napoca,Hard,32,I,20250203,284,203530,,,Viktorija Golubic,R,169,SUI,32.3,201551,,,Arantxa Rus,L,180,NED,34.1,7-5 4-6 7-6(10),3,R32,210,0,11,143,103,60,14,17,14,22,0,7,121,96,57,6,17,7,15,113,690,88,814
2025-2050,Cluj-Napoca,Hard,32,I,20250203,283,215020,,,Anna Blinkova,R,179,RUS,26.4,204427,,Q,Sara Sorribes Tormo,R,176,ESP,28.3,6-2 6-2,3,R32,79,1,1,49,31,19,12,8,2,3,0,0,49,39,19,3,8,3,8,71,916,83,839
2025-2050,Cluj-Napoca,Hard,32,I,20250203,282,230870,,Q,Ella Seidel,R,,GER,19.9,211713,8,,Jaqueline Cristian,R,180,ROU,26.6,6-4 6-2,3,R32,101,3,1,60,36,29,13,9,6,6,2,5,70,40,22,17,9,6,9,143,505,73,909
2025-2050,Cluj-Napoca,Hard,32,I,20250203,281,211843,4,,Anhelina Kalinina,R,179,UKR,27.9,211817,,WC,Elena Gabriela Ruse,R,,ROU,27.2,6-2 6-3,3,R32,84,1,2,49,35,27,6,8,1,2,0,6,57,30,20,9,9,7,12,49,1171,112,690
2025-2050,Cluj-Napoca,Hard,32,I,20250203,280,215480,,,Suzan Lamens,R,,NED,25.5,214388,,Q,Anna Bondar,R,,HUN,27.6,7-6(2) 7-6(6),3,R32,127,3,5,78,50,34,11,12,1,5,10,2,93,60,36,15,12,3,7,67,944,94,801
2025-2050,Cluj-Napoca,Hard,32,I,20250203,279,222233,,Q,Marina Stakusic,R,,CAN,20.1,201514,,,Sorana Cirstea,R,176,ROU,34.8,6-1 1-6 6-4,3,R32,134,0,5,80,51,33,14,12,5,9,4,3,84,54,32,14,12,8,13,119,600,64,973
2025-2050,Cluj-Napoca,Hard,32,I,20250203,278,205925,,LL,Aliaksandra Sasnovich,R,174,BLR,30.8,222601,6,,Jessica Bouzas Maneiro,R,,ESP,22.3,6-7(0) 7-5 6-4,3,R32,173,0,2,108,82,52,12,17,10,15,2,8,135,66,36,37,17,10,17,128,570,58,1040
2025-2050,Cluj-Napoca,Hard,32,I,20250203,277,220714,7,,Elisabetta Cocciaretto,R,,ITA,24.0,201593,,,Irina Camelia Begu,R,181,ROU,34.4,6-3 7-5,3,R32,113,2,2,75,53,34,11,11,5,7,2,1,65,44,25,10,10,5,9,60,988,79,876
2025-2050,Cluj-Napoca,Hard,32,I,20250203,276,202536,,WC,Ana Bogdan,R,171,ROU,32.1,214839,,,Jodie Burrage,R,,GBR,25.6,6-2 6-3,3,R32,73,1,0,44,27,20,11,8,2,3,2,5,49,21,13,11,9,2,7,120,597,191,365
2025-2050,Cluj-Napoca,Hard,32,I,20250203,275,214459,,,Lucia Bronzetti,R,,ITA,26.1,201594,,WC,Simona Halep,R,168,ROU,33.3,6-1 6-1,3,R32,59,2,1,46,34,25,8,7,1,1,1,1,34,26,10,3,7,0,5,72,915,870,27
2025-2050,Cluj-Napoca,Hard,32,I,20250203,274,220548,3,,Peyton Stearns,R,,USA,23.3,219875,,,Varvara Gracheva,R,,FRA,24.5,2-6 6-2 6-2,3,R32,115,1,3,92,62,42,12,12,9,12,5,3,71,49,28,10,12,4,9,46,1198,70,925
2025-2050,Cluj-Napoca,Hard,32,I,20250203,273,211701,5,,Katerina Siniakova,R,174,CZE,28.7,215936,,Q,Francesca Jones,R,,GBR,24.3,6-4 6-7(5) 6-4,3,R32,166,4,9,102,62,40,17,16,4,9,1,2,115,79,44,16,16,9,16,54,1092,154,474
2025-2050,Cluj-Napoca,Hard,32,I,20250203,272,214452,,,Caroline Dolehide,R,178,USA,26.4,220750,,Q,Daria Snigur,R,,UKR,22.8,7-5 2-6 6-4,3,R32,125,5,1,94,64,38,15,15,5,10,1,2,97,80,48,11,15,7,12,82,844,136,527
2025-2050,Cluj-Napoca,Hard,32,I,20250203,271,202600,,,Viktoriya Tomova,R,170,BUL,29.9,210886,,,Mayar Sherif,R,180,EGY,28.7,3-6 6-4 6-1,3,R32,148,2,1,76,50,34,13,13,3,7,4,3,117,85,50,10,13,15,21,63,981,65,956
2025-2050,Cluj-Napoca,Hard,32,I,20250203,270,215337,2,,Olga Danilovic,L,,SRB,24.0,219917,,,Alycia Parks,R,185,USA,24.0,6-3 6-3,3,R32,92,2,2,69,50,30,10,9,9,11,2,9,55,25,14,12,9,3,8,41,1275,90,809
2025-1003,Doha,Hard,64,PM,20250209,300,216153,,,Amanda Anisimova,R,180,USA,23.4,211533,,,Jelena Ostapenko,R,177,LAT,27.6,6-4 6-3,3,F,81,0,2,57,40,29,6,9,2,4,3,10,69,40,26,9,10,7,12,41,1316,37,1422
2025-1003,Doha,Hard,64,PM,20250209,299,216153,,,Amanda Anisimova,R,180,USA,23.4,206420,,,Ekaterina Alexandrova,R,175,RUS,30.2,6-3 6-3,3,SF,90,4,2,76,53,32,14,9,9,10,3,5,64,48,31,4,9,6,10,41,1316,26,1888
2025-1003,Doha,Hard,64,PM,20250209,298,211533,,,Jelena Ostapenko,R,177,LAT,27.6,216347,2,,Iga Swiatek,R,176,POL,23.6,6-3 6-1,3,SF,70,4,4,48,26,18,14,8,2,3,1,3,48,29,14,7,8,5,10,37,1422,2,8770
2025-1003,Doha,Hard,64,PM,20250209,297,206420,,,Ekaterina Alexandrova,R,175,RUS,30.2,202468,6,,Jessica Pegula,R,170,USA,30.9,4-6 6-1 6-1,3,QF,102,2,4,81,56,39,11,12,7,9,3,1,75,50,23,14,12,2,8,26,1888,5,4861
2025-1003,Doha,Hard,64,PM,20250209,296,216153,,,Amanda Anisimova,R,180,USA,23.4,216146,,,Marta Kostyuk,R,175,UKR,22.6,4-6 7-5 6-4,3,QF,149,0,5,119,84,47,19,16,13,19,6,8,104,70,41,15,16,12,19,41,1316,21,2064
2025-1003,Doha,Hard,64,PM,20250209,295,211533,,,Jelena Ostapenko,R,177,LAT,27.6,202460,,,Ons Jabeur,R,167,TUN,30.4,6-2 6-2,3,QF,71,4,5,58,35,25,10,8,3,4,2,1,50,28,12,9,8,6,11,37,1422,35,1454
2025-1003,Doha,Hard,64,PM,20250209,294,216347,2,,Iga Swiatek,R,176,POL,23.6,214981,5,,Elena Rybakina,R,184,KAZ,25.6,6-2 7-5,3,QF,96,1,1,63,43,30,12,10,3,4,3,2,66,43,29,7,10,5,9,2,8770,7,4588
2025-1003,Doha,Hard,64,PM,20250209,293,206420,,,Ekaterina Alexandrova,R,175,RUS,30.2,210722,,,Elise Mertens,R,179,BEL,29.2,6-4 6-2,3,R16,71,3,1,45,24,17,15,9,0,1,6,1,51,31,18,10,9,1,5,26,1888,32,1666
2025-1003,Doha,Hard,64,PM,20250209,292,202468,6,,Jessica Pegula,R,170,USA,30.9,214082,10,,Daria Kasatkina,R,170,AUS,27.7,6-3 7-5,3,R16,99,0,2,78,46,27,20,10,6,8,0,3,74,49,28,12,11,4,9,5,4861,12,3056
2025-1003,Doha,Hard,64,PM,20250209,291,216146,,,Marta Kostyuk,R,175,UKR,22.6,202663,,,Magda Linette,R,171,POL,32.9,6-4 6-2,3,R16,102,3,6,71,41,29,11,9,3,6,0,2,70,43,20,12,9,10,16,21,2064,36,1424
2025-1003,Doha,Hard,64,PM,20250209,290,216153,,,Amanda Anisimova,R,180,USA,23.4,220367,,,Leylah Fernandez,L,168,CAN,22.4,6-3 6-0,3,R16,64,0,3,49,34,26,8,8,2,2,0,1,41,26,14,5,7,4,8,41,1316,27,1869
2025-1003,Doha,Hard,64,PM,20250209,289,202460,,,Ons Jabeur,R,167,TUN,30.4,213550,,WC,Sofia Kenin,R,170,USA,26.2,6-3 6-4,3,R16,66,5,2,55,33,27,12,10,2,3,0,4,53,39,22,7,9,2,5,35,1454,73,903
2025-1003,Doha,Hard,64,PM,20250209,288,211533,,,Jelena Ostapenko,R,177,LAT,27.6,211148,4,,Jasmine Paolini,R,160,ITA,29.1,6-2 6-2,3,R16,63,9,3,51,29,22,11,8,2,3,3,3,51,31,14,9,8,3,8,37,1422,4,5288
2025-1003,Doha,Hard,64,PM,20250209,287,214981,5,,Elena Rybakina,R,184,KAZ,25.6,211685,,,Rebecca Sramkova,R,,SVK,28.3,7-6(1) 6-2,3,R16,84,4,2,56,30,27,11,10,1,3,2,2,70,37,24,10,10,3,7,7,4588,46,1236
2025-1003,Doha,Hard,64,PM,20250209,286,216347,2,,Iga Swiatek,R,176,POL,23.6,222328,,,Linda Noskova,R,,CZE,20.2,6-7(1) 6-4 6-4,3,R16,152,4,3,108,68,44,22,16,6,8,16,3,91,56,40,19,16,3,7,2,8770,33,1528
2025-1003,Doha,Hard,64,PM,20250209,285,206420,,,Ekaterina Alexandrova,R,175,RUS,30.2,214544,1,,Aryna Sabalenka,R,182,BLR,26.7,3-6 6-3 7-6(5),3,R32,156,4,1,100,65,41,15,15,4,8,6,1,121,77,45,23,15,11,15,26,1888,1,8956
2025-1003,Doha,Hard,64,PM,20250209,284,210722,,,Elise Mertens,R,179,BEL,29.2,213710,,Q,Cristina Bucsa,R,,ESP,27.1,6-2 6-3,3,R32,93,1,2,49,31,24,11,8,3,4,1,6,82,52,28,11,9,13,18,32,1666,116,659
2025-1003,Doha,Hard,64,PM,20250209,283,214082,10,,Daria Kasatkina,R,170,AUS,27.7,220589,,,Elina Avanesyan,R,,ARM,22.3,6-2 6-3,3,R32,90,0,4,67,48,32,8,8,3,4,0,2,70,41,23,12,9,7,12,12,3056,48,1190
